Performance,Categories,Price,On_Sale,Capacity,Theater,Ticket_Type,Show_Duration,Address,Show_Name
"""2017-11-24T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,99,139,299,179,179,99,119,179,99,119",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-11-25T14:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,99,139,299,179,179,99,99,119,179,99,99",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-11-25T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,99,139,299,179,179,99,99,119,179,99,99",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-11-26T13:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","275,99,139,179,179,109,99,99,275,139,119,179,99,99",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-11-27T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-11-28T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-11-29T13:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-01T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-02T14:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,79,299,169,99,79,169,79,129,129,119,169,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-02T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-03T13:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-03T18:30:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-04T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-05T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,79,200,79,159,129,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Orchestra"",""Orchestra"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-06T13:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-08T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-09T14:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,79,299,169,99,79,169,79,129,129,119,169,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-09T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-10T13:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-10T18:30:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-11T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-12T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-13T13:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-16T14:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,99,79,119,119,109,225,79,109",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-15T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-16T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-17T13:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,99,79,79,119,119,109,225,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-17T18:30:00-05:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-18T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","275,79,149,149,99,79,79,275,119,119,109,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-19T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","275,79,149,149,99,79,79,275,119,119,109,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-20T13:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","79,225,169,99,79,169,79,129,129,119,225,169,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-21T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","275,79,149,149,99,79,79,275,119,119,109,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-22T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","249,79,249,99,79,79,159,159,129,129,119,159,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-23T14:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","275,79,169,99,79,169,79,275,129,129,119,169,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-23T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","249,79,249,99,79,79,159,159,129,129,119,159,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-25T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","275,79,171,99,79,169,79,275,129,129,119,169,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-26T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,99,139,299,179,179,99,99,119,179,99,99",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-27T14:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,99,139,299,179,179,99,99,119,179,99,99",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-27T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,99,139,299,179,179,99,119,179,99,119",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-28T19:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,99,139,299,179,179,99,119,179,99,119",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-29T14:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,99,139,299,179,179,99,119,179,99,119",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-29T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,99,139,299,179,179,99,119,179,99,119",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-30T14:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,99,139,299,179,179,99,119,179,99,119",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-12-30T20:00:00-05:00""","""Broadway, Kid-Friendly, Musicals""","299,99,139,299,179,179,99,119,179,99,119",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-01T20:00:00-04:00""","""Award Winning, Broadway, Classics, Comedy, Dance, Mature Audiences, Musicals""","69.5,139,89,69.5,89.5,99.5,139,89,89,69.5,89",true,1124,"""Ambassador Theatre""","""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine""",""" 2hrs, 30mins""","""219 West 49th Street""","""Chicago"""
"""2017-08-03T20:00:00-04:00""","""Award Winning, Broadway, Classics, Comedy, Dance, Mature Audiences, Musicals""","69.5,139,89,69.5,89.5,99.5,139,89,89,69.5,89",true,1124,"""Ambassador Theatre""","""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine""",""" 2hrs, 30mins""","""219 West 49th Street""","""Chicago"""
"""2017-08-04T20:00:00-04:00""","""Award Winning, Broadway, Classics, Comedy, Dance, Mature Audiences, Musicals""","69.5,139,89,69.5,89.5,99.5,139,89,89,69.5,89",true,1124,"""Ambassador Theatre""","""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine""",""" 2hrs, 30mins""","""219 West 49th Street""","""Chicago"""
"""2017-08-05T14:30:00-04:00""","""Award Winning, Broadway, Classics, Comedy, Dance, Mature Audiences, Musicals""","49.5,59.5,139,89,89,49.5,139,69.5,89,49.5,69.5",true,1124,"""Ambassador Theatre""","""Standard"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine""",""" 2hrs, 30mins""","""219 West 49th Street""","""Chicago"""
"""2017-08-05T20:00:00-04:00""","""Award Winning, Broadway, Classics, Comedy, Dance, Mature Audiences, Musicals""","69.5,139,89,69.5,89.5,99.5,139,89,89,69.5,89",true,1124,"""Ambassador Theatre""","""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine""",""" 2hrs, 30mins""","""219 West 49th Street""","""Chicago"""
"""2017-08-06T15:00:00-04:00""","""Award Winning, Broadway, Classics, Comedy, Dance, Mature Audiences, Musicals""","49.5,59.5,139,89,89,49.5,139,69.5,89,49.5,69.5",true,1124,"""Ambassador Theatre""","""Standard"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine""",""" 2hrs, 30mins""","""219 West 49th Street""","""Chicago"""
"""2017-08-06T19:30:00-04:00""","""Award Winning, Broadway, Classics, Comedy, Dance, Mature Audiences, Musicals""","69.5,139,89,69.5,89.5,99.5,139,89,89,69.5,89",true,1124,"""Ambassador Theatre""","""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine""",""" 2hrs, 30mins""","""219 West 49th Street""","""Chicago"""
"""2017-08-07T20:00:00-04:00""","""Award Winning, Broadway, Classics, Comedy, Dance, Mature Audiences, Musicals""","69.5,139,89,69.5,89.5,99.5,139,89,89,69.5,89",true,1124,"""Ambassador Theatre""","""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine""",""" 2hrs, 30mins""","""219 West 49th Street""","""Chicago"""
"""2017-08-08T20:00:00-04:00""","""Award Winning, Broadway, Classics, Comedy, Dance, Mature Audiences, Musicals""","69.5,139,89,69.5,89.5,99.5,139,89,89,69.5,89",true,1124,"""Ambassador Theatre""","""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine""",""" 2hrs, 30mins""","""219 West 49th Street""","""Chicago"""
"""2017-08-10T20:00:00-04:00""","""Award Winning, Broadway, Classics, Comedy, Dance, Mature Audiences, Musicals""","69.5,139,89,69.5,89.5,99.5,139,89,89,69.5,89",true,1124,"""Ambassador Theatre""","""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine""",""" 2hrs, 30mins""","""219 West 49th Street""","""Chicago"""
"""2017-08-11T20:00:00-04:00""","""Award Winning, Broadway, Classics, Comedy, Dance, Mature Audiences, Musicals""","69.5,139,89,69.5,89.5,99.5,139,89,89,69.5,89",true,1124,"""Ambassador Theatre""","""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine""",""" 2hrs, 30mins""","""219 West 49th Street""","""Chicago"""
