Capacity,Ticket_Type,Price,Show_Duration,On_Sale,Theater,Address,Performance,Show_Name,Categories
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-01T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Orchestra""","849,849","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-02T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-02T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-03T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-04T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-05T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-05T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-06T15:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-08T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Orchestra""","849,849","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-09T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-09T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-10T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-11T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-12T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-12T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-13T15:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-15T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Orchestra""","749,749","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-16T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-16T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-17T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-18T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,,,"""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-19T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-19T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-20T15:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-22T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Orchestra""","749,749","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-23T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-23T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Orchestra""","749,250,749,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-24T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-25T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-26T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-26T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-27T15:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-29T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","199,199,199","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-30T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-30T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-08-31T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Orchestra""","849,849","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-01T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-02T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-02T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-03T15:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-05T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Orchestra""","749,749","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-06T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-06T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-07T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-08T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-09T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-09T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-10T15:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-12T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Orchestra""","749,749","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-13T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-13T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-14T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Orchestra""","849,250,849,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-15T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-16T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-16T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-17T15:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Orchestra""","749,749","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-19T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Orchestra""","749,749","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-20T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-20T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-21T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-22T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-23T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-23T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-24T15:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-26T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Orchestra""","749,749","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-27T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-27T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-28T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-29T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-30T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-09-30T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,849,250,849,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-10-01T15:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-10-03T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Premium"",""Orchestra""","749,749","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-10-04T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Premium"",""Orchestra"",""Orchestra"",""Orchestra""","250,749,250,749,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-10-04T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-10-05T19:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-10-07T14:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-10-07T20:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
1380,"""Standard"",""Orchestra"",""Orchestra""","250,250,250","""2hrs, 55mins""",true,"""Richard Rodgers Theatre""","""226 West 46th Street""","""2017-10-08T15:00:00-04:00""","""Hamilton""","""2016 Tony Nominees, 2016 Tony Winners, Broadway, Musicals"""
